Protein name	Uniprot ID	NCBI Gene ID	Function
Cfap157	Q0VFX2	227736	target gene
AW146154	Q3TPQ7	101835	target gene
Spen	Q62504	56381	transcription factor
Rmi2	Q3UPE3	223970	target gene
Olfr725	Q05A45	258314	target gene
Scel	Q9EQG3	64929	target gene
Dcstamp	Q7TNJ0	75766	target gene
Gm11639	F6RS26	-	target gene
4930522L14Rik	E9QAG4	100041734	target gene
Capn7	Q9R1S8	12339	target gene
Tex261	Q62302	21766	target gene
Prkrip1	Q9CWV6	66801	target gene
Pcsk5	Q04592	18552	target gene
Katna1	G3UWK1	-	target gene
H2-T3	F6TIX5	-	target gene
Trmt2a	Q8BNV1	15547	target gene
Tamm41	D6RGT1	-	target gene
Kpna2	P52293	16647	transcription factor and target gene
Golph3	Q9CRA5	66629	target gene
Pappa2	E9PZ87	23850	target gene
Pradc1	Q9D9N8	73327	target gene
Clnk	Q9QZE2	27278	target gene
Lgr4	A2ARI4	107515	target gene
Plcg2	Q8CIH5	234779	target gene
Prok2	Q9QXU7	50501	target gene
Krcc1	Q99JT5	57896	target gene
Fbxw17	H3BLQ7	-	target gene
Stat5b	P42232	20851	transcription factor and target gene
Adam30	Q811Q3	71078	target gene
Atp4a	F6S7B0	-	target gene
Ntpcr	Q9CQA9	66566	target gene
Trak2	G3UYW9	70827	target gene
Fbxl18	F8VQK6	231863	target gene
Slamf1	Q9QUM4	27218	target gene
Pfas	Q5SUR0	237823	target gene
Fnbp4	A0A0R4IZZ6	55935	target gene
Duxbl3	Q3UY88	-	target gene
Olfr1095	A3KPP7	258725	target gene
Lars2	Q8VDC0	102436	target gene
Wdr37	Q8CBE3	207615	target gene
Cul9	E9QP09	-	target gene
Cldn3	Q9Z0G9	12739	target gene
Mtmr2	Q9Z2D1	77116	target gene
Atad1	Q9D5T0	67979	target gene
Cpm	Q80V42	70574	target gene
Ccl9	P51670	20308	target gene
Ryr3	A2AGL3	20192	target gene
Sorcs3	Q8VI51	66673	target gene
Faxc	Q3UMF9	76132	target gene
Srcin1	B1AQX9	56013	target gene
Plekha4	A0A1B0GS55	-	target gene
Rtn4rl1	Q8K0S5	237847	target gene
Nf2	P46662	18016	target gene
Spock1	Q8BM07	20745	target gene
Tpi1	P17751	21991	target gene
Selenbp1	P17563	20341	target gene
Ppp1r3d	A2AJW4	228966	target gene
Rab22a	P35285	19334	target gene
Trrap	Q80YV3	-	transcription factor and target gene
Jdp2	P97875	81703	transcription factor and target gene
Nfe2	D3Z0J1	-	target gene
Zfp362	E9QA68	-	target gene
Abo	P38649	80908	target gene
Prpsap1	B1AT83	-	target gene
Dhx9	E9QNN1	13211	target gene
Fggy	A2AJL3	75578	target gene
Seh1l	Q8R2U0	72124	target gene
Slc4a7	A0A286YD14	-	target gene
Mcf2l	F6ZFQ8	-	target gene
Muc3	E9PWP7	-	target gene
Plekhh2	Q8C115	213556	target gene
Adam20	Q7M763	384806	target gene
Gm9999	Q8C5Y2	-	target gene
Mrap2	D3Z1Q2	244958	target gene
Unc13b	Q9Z1N9	22249	target gene
Fam135a	Q6NS59	68187	target gene
Ctse	P70269	13034	target gene
Clps	Q9CQC2	109791	target gene
Lrrc61	D3Z0E0	-	target gene
Cwc22	Q8C5N3	80744	target gene
Sirt5	Q8K2C6	68346	transcription factor
Slc24a4	E9PUL6	-	target gene
Klhdc1	Q80YG3	271005	target gene
Gm3696	K7N751	100042149	target gene
Ceacam9	A0A0U1RP11	-	target gene
Capza2	P47754	12343	target gene
Vmn2r5	K7N788	-	target gene
Apex2	Q68G58	77622	target gene
Adora1	Q60612	11539	target gene
Socs1	O35716	12703	target gene
Ehf	O70273	13661	transcription factor and target gene
Uap1	A0A0R4J085	107652	target gene
Ctsb	P10605	13030	target gene
Tbx3	P70324	21386	transcription factor and target gene
Axl	Q00993	26362	target gene
Poli	E0CZD6	-	target gene
Hrc	G5E8J6	15464	target gene
Bptf	A2A653	-	target gene
Uqcrc1	Q9CZ13	22273	target gene
Defb41	Q30KP6	77673	target gene
Ttc14	A0A0G2JGX7	67120	target gene
Kif28	A0A1Y7VJQ1	-	target gene
Got1l1	Q7TSV6	76615	target gene
Cd86	P42082	12524	target gene
Asxl1	P59598	228790	transcription factor and target gene
Mgp	P19788	17313	target gene
Apbb1ip	Q8R5A3	54519	target gene
Sapcd2	Q9D818	72080	target gene
Lrfn5	Q8BXA0	238205	target gene
Aire	Q9Z0E3	11634	transcription factor and target gene
-	D3Z536	-	target gene
Ddit3	P35639	13198	transcription factor and target gene
Rab11fip3	Q8CHD8	215445	target gene
Dhrs4	Q99LB2	28200	target gene
Olfr853	Q8VGG6	258908	target gene
Svs3b	Q8BZH8	329557	target gene
Dock9	F8VPN7	105445	target gene
Bst1	A0A0R4J190	12182	target gene
Rps6ka6	B1B0X1	-	target gene
Dleu7	Q8CHZ8	239133	target gene
Shc2	Q8BMC3	216148	target gene
Zfp874a	A0A286YD52	-	target gene
Ddx5	Q61656	-	transcription factor and target gene
Prl7d1	P04769	18814	target gene
Ntng1	Q8R4G0	80883	target gene
Arid4a	Q8BY40	-	target gene
Kcna2	P63141	16490	target gene
Msh6	P54276	17688	target gene
Zbtb18	Q9WUK6	30928	target gene
Srpk2	A0A0G2JDT6	-	target gene
Hs3st4	D3YVV6	628779	target gene
Asic1	Q6NXK8	11419	target gene
Gbp4	A4UUI3	17472	target gene
Ucp2	P70406	22228	target gene
Siglec1	G3X8X6	20612	target gene
Foxd4	Q60688	14237	target gene
Npat	Q8BMA5	244879	target gene
Rab23	Q9D4I9	19335	target gene
Lrrcc1	F7ANC5	-	target gene
Htra1	Q9R118	56213	target gene
A930002H24Rik	Q8C8Y3	-	target gene
CH037_MOUSE	Q3UJP5	67157	target gene
Osr1	Q9WVG7	23967	target gene
Hlf	Q8BW74	217082	transcription factor and target gene
Atp8b3	Q6UQ17	67331	target gene
4932415D10Rik	A0A1W2P6U8	102635990	target gene
Nav1	Q8CH77	215690	target gene
Rln3	Q8CHK2	212108	target gene
Pfdn4	Q6P0X1	109054	target gene
Mpp6	Q9JLB0	56524	target gene
Iba57	Q8CAK1	216792	target gene
Bcar3	Q9QZK2	29815	target gene
Ccdc57	Q6PHN1	71276	target gene
Cyp2j13	Q3UNV4	230459	target gene
Pparg	P37238	19016	transcription factor and target gene
Pm20d2	A3KG59	242377	target gene
Rabgef1	Q9JM13	56715	target gene
Dot1l	Q3TMS8	-	transcription factor
Crem	P27699	12916	transcription factor and target gene
Podxl	Q9R0M4	27205	target gene
Olfr1342	Q8VFY3	258708	target gene
Rab11fip4	Q8BQP8	268451	target gene
Tapbp	Q9R233	21356	target gene
Atg7	Q9D906	74244	target gene
Myh6	Q02566	17888	target gene
Pkd1l3	Q2EG98	244646	target gene
Lama1	P19137	16772	target gene
Cyp7a1	Q64505	13122	target gene
Znrd2	P56873	56390	target gene
Camk2g	Q923T9	12325	target gene
Gja4	P28235	14612	target gene
Evc	P57680	59056	target gene
4930470P17Rik	Q9D542	-	target gene
Il20rb	E9Q9A6	213208	target gene
Adamts17	F6RTQ0	-	target gene
Zscan20	B2KFW1	269585	target gene
Slc35a1	Q61420	24060	target gene
Arhgap27	A2AB59	544817	target gene
Uggt1	Q6P5E4	320011	target gene
Rpp14	Q9CQH8	67053	target gene
Sec61g	P60060	100043039,102637269,20335	target gene
Hmbox1	Q8BJA3	219150	target gene
Plcb4	A2AT91	-	target gene
Cst11	Q9D269	78240	target gene
Itgb4	A2A863	192897	target gene
Ifi203	A0A0R4J0H6	15950	target gene
Cep135	Q6P5D4	381644	target gene
Sult3a2	G5E904	215895	target gene
Tenm2	A0A0A0MQB7	23964	target gene
Ascl2	O35885	17173	target gene
Ppp1r1c	Q8BKK4	75276	target gene
Ilf3	Q9Z1X4	16201	transcription factor and target gene
Rnmt	Q9D0L8	67897	target gene
Apip	Q9WVQ5	56369	target gene
Mro	D3Z0V1	-	target gene
Grsf1	Q8C5Q4	231413	target gene
Kdm2a	F6YRW4	225876	target gene
Mocs2	F6ZGI7	17434	target gene
Edc4	G5E896	234699	target gene
Trim54	Q9ERP3	58522	target gene
Dusp16	Q8BZE4	-	target gene
LTO1	Q8BQU0	72284	target gene
Klhl33	A0A2I3BRZ3	546611	target gene
Psma5	Q9Z2U1	26442	target gene
Lcmt2	Q8BYR1	329504	target gene
Ypel4	Q65Z93	241525	target gene
Bloc1s5	Q8R015	17828	target gene
Ces3a	Q63880	382053	target gene
Eif4e	P63073	13684	target gene
Gm13030	A2APQ6	105734733	target gene
Klhl8	P59280	246293	target gene
Rbfa	Q6P3B9	68731	target gene
Larp7	Q05CL8	28036	target gene
Chgb	P16014	12653	target gene
Tom1l2	Q5SRX1	216810	target gene
Cd300ld2	A2A7W0	-	target gene
Synpr	Q8BGN8	72003	target gene
Zbtb49	Q8BXX2	75079	target gene
Piezo1	F6PYU5	-	target gene
9130008F23Rik	Q9D2Z6	71583	target gene
Wfdc8	Q4KUS1	277343	target gene
Klk1b22	P15948	13646	target gene
Slc25a26	Q5U680	67582	target gene
Il17a	Q62386	16171	transcription factor and target gene
Hspg2	E9PZ16	15530	target gene
Dram2	Q9CR48	67171	target gene
Sod2	P09671	20656	target gene
Syt4	P40749	20983	target gene
Mapt	P10637	17762	target gene
Frs2	Q8C180	327826	target gene
Mcf2l	E9PXE1	17207	target gene
Ndufaf1	A2AQ17	-	target gene
Dnah9	Q5SX07	-	target gene
Slco3a1	Q8R3L5	108116	target gene
Tax1bp3	Q9DBG9	76281	transcription factor
Slc8a1	G5E8Y0	-	target gene
Rtl9	Q32KG4	209540	target gene
Oas1a	P11928	246730	target gene
CP096_MOUSE	E9QMW4	78809	target gene
Slc39a12	Q5FWH7	277468	target gene
Lpar4	Q8BLG2	78134	target gene
A530032D15Rik	E9Q422	-	target gene
Arhgef37	E9Q5R6	328967	target gene
Matn3	O35701	17182	target gene
Rnf7	Q9WTZ1	19823	target gene
Spc24	Q9D083	67629	target gene
Lrrc40	D6RHB1	-	target gene
Cyp8b1	O88962	13124	target gene
Lnpk	Q7TQ95	69605	target gene
Vmn1r1	E9PVR6	625823	target gene
Ppm1k	Q8BXN7	243382	target gene
Znf496	Q5SXI5	268417	target gene
Adamts10	P58459	224697	target gene
Cmya5	E9QLJ0	76469	target gene
Coro1a	O89053	12721	target gene
Marco	Q60754	17167	target gene
Rsph6a	Q8CDR2	83434	target gene
Npy5r	O70342	18168	target gene
Map7	A0A1L1SR93	-	target gene
Sycp2	Q9CUU3	320558	target gene
Zfp286	A0A140LIZ8	-	target gene
Fndc3a	Q8BX90	319448	target gene
Kcng3	P59053	225030	target gene
Zfp277	Q8BVL5	246196	transcription factor
Acte1	A0A140LHM3	-	target gene
Mindy4	Q3UQI9	330323	target gene
Prom1	A0A0G2JDH9	19126	target gene
Prr15l	Q8JZM2	217138	target gene
Gbe1	Q9D6Y9	74185	target gene
Nthl1	O35980	18207	target gene
Col17a1	Q07563	12821	target gene
Adat2	Q6P6J0	66757	target gene
Msh5	G3UWT5	-	target gene
Cpne9	S4R2U2	-	target gene
Rnf185	Q91YT2	193670	target gene
Aopep	F8WGB2	-	target gene
Smad6	O35182	17130	transcription factor and target gene
Pex1	Q5BL07	71382	target gene
Parl	Q5XJY4	381038	target gene
Pdcd7	A0A1L1SVC2	-	target gene
Palld	Q9ET54	72333	target gene
Zfp280b	A0A1W2P8C5	-	target gene
5730507C01Rik	J3QPX0	236366	target gene
Apc	F6Q4R2	-	target gene
Itgam	P05555	-	target gene
Bicra	F8VPZ9	243842	target gene
Upf2	A2AT37	326622	target gene
4930430A15Rik	Q05AC5	67575	target gene
Pgp	Q8CHP8	67078	target gene
Rlf	A2A7F4	109263	target gene
Inpp4a	D3YUL8	269180	target gene
Tex26	Q0VB26	75860	target gene
Smg9	Q9DB90	71997	target gene
Vdr	P48281	22337	transcription factor and target gene
Nppc	Q61839	18159	target gene
Dock11	A2AF47	75974	target gene
Agap3	A0A1D5RMG4	-	target gene
Utp15	Q8C7V3	105372	target gene
Tmod3	Q9JHJ0	50875	target gene
Kiaa1522	A2A7S8	97130	target gene
Cxcl9	P18340	17329	target gene
Trrap	E9PZA7	-	target gene
Nox1	Q8CIZ9	237038	target gene
Ighv1-18	A0A075B5U4	-	target gene
Gzmk	O35205	14945	target gene
Ctnnd2	A0A2I3BQV7	-	target gene
Gm4951	Q3UED7	240327	target gene
Fam133b	Q9CVI2	68152	target gene
Olfr1120	Q8VGT7	259031	target gene
Grik1	A0A2I3BRJ1	-	target gene
Olfr1313	Q7TQW8	258257	target gene
Ccl3	P10855	20302	target gene
Rpe65	Q91ZQ5	19892	target gene
Zfp987	B2KG43	-	target gene
Pphln1	Q3UBL8	223828	target gene
Snx1	Q6NZD2	56440	target gene
Arhgap40	E9Q6X9	545481	target gene
Ppp2ca	P63330	19052	target gene
Cbln1	Q9R171	12404	target gene
March10	F6WKB0	-	target gene
Cog6	A0A0R4J0L5	67542	target gene
Nucb2	P81117	53322	target gene
Ktn1	A0A087WQ25	16709	target gene
Fdx1	P46656	14148	target gene
Slc4a9	Q14CH2	240215	target gene
Atp6v1b1	Q91YH6	110935	target gene
Birc3	A2CGA5	11796	target gene
Sf3b3	Q921M3	101943	target gene
Ca13	Q9D6N1	71934	target gene
Npy	P57774	109648	target gene
Pou6f2	H3BIZ0	-	target gene
Atf2	P16951	11909	transcription factor and target gene
Tmprss11a	Q3UQ41	194597	target gene
Ctif	E9Q1U6	269037	target gene
Klra9	Q2TJJ8	16640	target gene
Tdrd6	F2Z429	210510	target gene
Gpc4	P51655	14735	target gene
Vat1l	Q80TB8	270097	target gene
E230025N22Rik	G5E8S3	240216	target gene
H2-Ob	A0JNW8	-	target gene
Mbd4	A0A0R4J0A8	17193	target gene
Srsf11	F6RDI8	-	target gene
Sftpb	S4R239	-	target gene
Cyp2b10	Q9WUD0	13088	target gene
Zfp956	Q3UZY6	101197	target gene
Tsku	Q8CBR6	244152	target gene
Cdc42ep3	Q9CQC5	260409	target gene
Padi3	Q9Z184	18601	target gene
Vamp1	Q62442	22317	target gene
Gipc1	Q9Z0G0	67903	target gene
Hcfc2	F6T088	-	target gene
Trip11	H3BJG4	-	target gene
Ptdss2	Q9Z1X2	27388	target gene
Hmgxb4	Q80Y32	70823	target gene
Ttc41	F8VPV8	103220	target gene
Atxn2	F6U209	-	target gene
Tex15	F8VPN2	104271	target gene
Rps6ka6	E9QK39	67071	target gene
Sult2a5	K7N6K9	434264	target gene
-	E9Q5J6	-	target gene
Rpa1	Q8VEE4	68275	target gene
Ppp2r5c	Q60996	26931	target gene
Il34	Q8R1R4	76527	target gene
Mzf1	S4R1L6	109889	transcription factor and target gene
Ctsm	A0A0R4J182	64139	target gene
Lpar2	Q9JL06	-	target gene
Kcnip2	Q9JJ69	80906	target gene
Ncam1	A0A0A6YY91	-	target gene
Dazl	Q64368	13164	target gene
Shisal1	H7BX53	72301	target gene
Idi1	H3BLP1	-	target gene
Hectd3	Q3U487	76608	target gene
Gna15	P30678	14676	target gene
Pramef12	B1ARV8	-	target gene
Tirap	H3BLC8	-	target gene
Col25a1	Q99MQ5	77018	target gene
Ciao3	Q7TMW6	67563	target gene
Dnajb8	Q9QYI7	56691	target gene
Cep164	A0A1L1SSP5	-	target gene
Vps37b	Q8R0J7	330192	target gene
Prelp	Q9JK53	116847	target gene
Picalm	Q7M6Y3	233489	target gene
Eipr1	Q8K0G5	380752	target gene
Srp54c	E9PXC0	100101806	target gene
5730522E02Rik	Q5SP45	-	target gene
Gm10320	E9PW43	-	target gene
Gnas	Q6R0H7	14683	target gene
Wdr5b	Q9D7H2	69544	target gene
Tns1	Q8C6V6	21961	target gene
Znf394	Q9Z1D9	67235	target gene
Ldah	A0A1W2P6J8	-	target gene
Tcp10b	D3Z452	-	target gene
Ptbp1	Q8BGJ5	19205	target gene
Axin1	O35625	12005	target gene
Mettl7a1	A0A2R8VI07	-	target gene
Vmn2r85	G3UW56	623734	target gene
Kif18a	Q91WD7	228421	target gene
Dlx4	P70436	13394	target gene
Slc4a7	A0A286YCE1	-	target gene
Pde3b	E9QLQ3	18576	target gene
C1qa	P98086	12259	target gene
Anks1b	S4R2E3	-	target gene
Exoc3l4	A0A1Y7VJT1	-	target gene
Hpcal1	P62748	53602	target gene
Klc1	Q5UE59	16593	target gene
Fndc1	E9Q8V0	-	target gene
Cda	P56389	72269	target gene
Olfr597	L7N224	258135	target gene
Itgb1	P09055	16412	target gene
Fcho2	Q3UQN2	218503	target gene
Usp31	E9Q6Y8	76179	target gene
Onecut3	Q8K557	246086	target gene
Myo16	Q5DU14	244281	target gene
Pcgf1	Q8R023	69837	target gene
Nek7	Q9ES74	59125	target gene
Fam189a1	Q6A044	70638	target gene
Zc3h7a	D3YVH9	-	target gene
Nsun2	Q1HFZ0	28114	target gene
Elac2	Q80Y81	68626	target gene
Aff1	O88573	-	target gene
Larp4	A0A2R8VHW8	-	target gene
B4galt5	Q9JMK0	56336	target gene
Olfr577	Q8VH11	259113	target gene
Nkx2-1	P50220	21869	transcription factor and target gene
Nup58	Q8R332	71844	target gene
Madd	A2AGQ4	-	target gene
Hdc	P23738	15186	target gene
Mapk11	Q9WUI1	19094	target gene
Ahrr	A0A0R4J1D3	11624	target gene
Pdgfb	A0A0R4IZW4	18591	target gene
Zfp558	E9Q1J0	72230	target gene
Olfr1174-ps	A0A2I3BPQ2	-	target gene
Defb2	P82020	13215	target gene
Wdr27	Q8C5V5	71682	target gene
Zfp157	Q6PCM4	72154	target gene
Chrna10	B2RX82	504186	target gene
Trim72	Q1XH17	434246	target gene
Zc2hc1b	B9EHC9	75122	target gene
Eef1d	E9QN08	-	target gene
Tslp	Q9JIE6	53603	target gene
Sik3	F6SBP3	-	target gene
Ncln	Q8VCM8	103425	target gene
Angpt2	O35608	11601	target gene
Nags	Q8R4H7	217214	target gene
B3gat1	Q9CW73	76898	target gene
Mapk12	O08911	29857	target gene
Rab11a	P62492	53869	target gene
Tmbim1	D3Z225	-	target gene
Nrap	Q80XB4	18175	target gene
Ankrd13b	Q5F259	268445	target gene
Rbmx2	Q8R0F5	209003	target gene
Tbc1d10c	Q8C9V1	108995	target gene
Ano1	Q8BHY3	101772	target gene
Ssmem1	Q9DAA0	75647	target gene
Gm12216	A8Y5C1	-	target gene
Tmem132e	Q6IEE6	270893	target gene
Reps2	A2AFI8	194590	target gene
Slc15a2	E9PYQ9	-	target gene
Znf710	Q3U288	209225	target gene
Tmprss7	Q8BIK6	208171	target gene
Grik2	P39087	14806	target gene
Kit	P05532	16590	target gene
Washc3	Q9CR27	67282	target gene
Cyb5r4	Q3TDX8	266690	target gene
Arhgap45	Q3TBD2	70719	target gene
Nckap5	E2QRQ1	-	target gene
Gpr39	A0A0B4J1E4	71111	target gene
Sbno1	Q3TMM7	-	target gene
Ube3b	Q9ES34	117146	target gene
Golim4	Q8BXA1	73124	target gene
Mgat4b	Q812F8	103534	target gene
Stn1	Q8K2X3	108689	target gene
Hkdc1	Q91W97	216019	target gene
Inhba	Q04998	16323	target gene
Zfp60	D3YUF8	-	target gene
Manbal	A2BGN7	69161	target gene
Nr1h5	A0A0G2JDF2	-	target gene
Ppa2	Q91VM9	74776	target gene
Gm8180	E9PXN0	-	target gene
Arf4	P61750	11843	target gene
Acte1	J3QK70	-	target gene
D930020B18Rik	D3Z3G0	216393	target gene
Csrp2	P97314	13008	target gene
Strada	Q3UUJ4	72149	target gene
H2-T3	S4R1D6	-	target gene
Gabra6	P16305	14399	target gene
Rab4a	P56371	19341	target gene
Bax	Q07813	12028	target gene
Tmem17	Q8K0U3	103765	target gene
Fkbp2	P45878	14227	target gene
Rusc2	G3UYW4	-	target gene
Pdx1	P52946	18609	transcription factor and target gene
Syt16	Q7TN83	238266	target gene
Limd1	Q9QXD8	29806	target gene
Acsf2	Q8VCW8	264895	target gene
Pcdh9	F8VPK8	211712	target gene
Fbxl21	Q8BFZ4	213311	target gene
Pprc1	Q6NZN1	226169	target gene
Ms4a6c	Q99N08	73656	target gene
Cst12	Q9DAN8	69362	target gene
Ccdc151	A0A0R4J1K3	77609	target gene
Gm44501	A8R0T9	102577428	target gene
Npepl1	Q6NSR8	228961	target gene
Tmc1	Q8R4P5	13409	target gene
Gm5591	Q8CDK1	434171	target gene
Vmn1r65	Q9EPS7	81013	target gene
Tmem243	A0A0G2JFE6	-	target gene
Cftr	P26361	12638	target gene
Decr2	Q9WV68	26378	target gene
Scn7a	B1AYL1	20272	target gene
Clasp1	E9QNY9	-	target gene
Tp53bp1	P70399	27223	transcription factor and target gene
Lamc1	F6SFQ3	-	target gene
Hdac4	Q6NZM9	208727	transcription factor and target gene
Coq10a	E9Q3H6	210582	target gene
Dpy19l2	P0CW70	320752	target gene
Igkv8-21	A0A140T8P7	-	target gene
Nxph1	Q61200	18231	target gene
Colq	O35348	382864	target gene
Cyth4	Q80YW0	72318	target gene
Odf2l	Q9D478	52184	target gene
-	D3Z608	-	target gene
Prpf3	Q922U1	70767	target gene
CC038_MOUSE	Q3TTL0	67609	target gene
Olfr1124	A2AT86	259030	target gene
Sspn	Q3TRE0	16651	target gene
Snx33	Q4VAA7	235406	target gene
Egr3	P43300	13655	transcription factor and target gene
Serinc4	Q5XK03	574418	target gene
Igf2bp1	O88477	140486	target gene
Fgfr2	E9Q7T0	-	target gene
Nebl	Q0II04	-	target gene
Cfb	P04186	-	target gene
Ncam1	A0A0A6YY47	17967	target gene
Lix1l	G3X9C8	280411	target gene
G6pc2	Q9Z186	14378	target gene
Slc24a2	F6RT95	-	target gene
Lmo7	F6VG99	-	transcription factor and target gene
Ppp2r1a	Q76MZ3	51792	target gene
Fam53c	Q8BXQ8	66306	target gene
Rsrp1	Q3UC65	27981	target gene
Xpa	Q64267	22590	target gene
Aco2	Q99KI0	11429	target gene
Sh2d6	E0CYY5	71130	target gene
Chpf2	Q3UU43	100910	target gene
Zfp395	A0A286YDG8	-	target gene
Olfr77	Q8VEY9	258336	target gene
Prom1	Q8R056	19126	target gene
Vmn1r35	Q8R2E2	171185	target gene
Rbbp5	Q8BX09	213464	target gene
Arih1	Q9Z1K5	23806	target gene
Pecam1	Q08481	18613	target gene
Matn4	F2Z469	-	target gene
Cfb	B8JJM6	14962	target gene
Sult6b1	P0CC03	73671	target gene
Ccdc71l	E9Q4T4	72123	target gene
PcgF3	Q8BTQ0	69587	target gene
Clvs1	Q9D4C9	74438	target gene
Zyx	Q62523	22793	target gene
Crlf2	A0A0G2JGP1	57914	target gene
2210011C24Rik	A0A087WQ89	70134	target gene
Mef2d	Q63943	17261	transcription factor and target gene
Fbxo8	Q9QZN3	50753	target gene
Zfp867	E9Q2M4	237775	target gene
Nit2	Q9JHW2	52633	target gene
Obox1	Q9D350	71468	target gene
Olfr447	Q8VGP6	258990	target gene
Prl7c1	Q9CRB5	67505	target gene
Nkx2-3	P97334	18089	transcription factor and target gene
Ktn1	A0A087WPY8	-	target gene
Man1b1	A2AJ15	227619	target gene
Tmem116	G3UZ41	-	target gene
6030452D12Rik	Q8CD33	-	target gene
Chrna9	G3X8Z7	231252	target gene
Eef1d	D3YUQ9	-	target gene
Cdh1	A0A0R4IZW5	12550	target gene
B230307C23Rik	Q8BLB2	-	target gene
Pdzk1	D3YZS9	-	target gene
Olfr24	Q8VFM9	18322	target gene
BC030500	Q8K0R8	234290	target gene
Frrs1	A0A0G2JEJ3	-	target gene
Zdhhc2	P59267	70546	target gene
4931406B18Rik	A2RSL7	74054	target gene
Fgf4	P11403	14175	target gene
Psd3	Q2PFD7	234353	target gene
Gm11564	A2A4L9	670496	target gene
Kcnq2	B7ZBV9	16536	target gene
Otx2	D3Z581	-	target gene
Nfatc1	Q6P7T9	18018	target gene
Ttc30a2	A2AKQ8	620631	target gene
Ttc3	G5E8U3	-	target gene
Arc	Q9WV31	11838	target gene
Ezr	P26040	22350	target gene
Kcnma1	E9Q9P4	-	target gene
Tnfrsf8	Q60846	21941	target gene
Mzf1	O70162	-	transcription factor
Slc40a1	Q9JHI9	53945	target gene
Gtf2h1	Q9DBA9	14884	transcription factor
Zkscan3	Q5RJ53	-	target gene
Atp2b4	Q6Q477	381290	target gene
Polk	Q9QUG2	27015	target gene
Mark2	Q3T9A3	13728	target gene
Cd1d1	E9Q395	-	target gene
Olfr194	L7N1Y8	433031	target gene
Nlrp1b	A1Z198	637515	target gene
Fryl	H3BLH9	-	target gene
Rab5if	Q9CQT9	67388	target gene
Agrp	P56473	11604	target gene
Rfc1	G3X8Z6	19687	target gene
Utrn	A0A1W2P8A5	-	target gene
Znf318	Q99PP2	57908	target gene
Cyp2j11	Q3UNV2	100066	target gene
E330034G19Rik	E9Q3J0	-	target gene
Ggt5	Q9Z2A9	23887	target gene
Tex55	A6X8Z9	74663	target gene
Kcnma1	A0A286YDB5	-	target gene
Ino80c	Q8BHA0	225280	target gene
Arl8a	Q8VEH3	68724	target gene
Txnrd2	Q9JLT4	26462	target gene
4933402J07Rik	Q8BHX0	330820	target gene
Sacs	B2RRL5	-	target gene
Zfp986	L7MUC9	-	target gene
Csn1s2b	P02664	12992	target gene
Hoxb8	P09632	15416	transcription factor and target gene
Hs3st5	Q8BSL4	319415	target gene
Lig3	G3UYI8	-	target gene
Itpkc	Q7TS72	233011	target gene
Ppm1g	Q61074	14208	target gene
Ncald	Q91X97	52589	target gene
Sstr3	P30935	20607	target gene
Cyp2c40	E0CXY8	-	target gene
Mia2	Q91ZV0	338320	target gene
Slamf9	A0A0R4J072	98365	target gene
P3h3	Q8CG70	14789	target gene
Hoxd12	P23812	15432	target gene
Ubtd1	Q91WB7	226122	target gene
Trim24	Q64127	21848	transcription factor and target gene
Ppp2r5e	Q61151	26932	target gene
Nr2f1	Q60632	13865	transcription factor and target gene
Bicdl1	A0JNT9	75665	target gene
Pax1	P09084	18503	transcription factor and target gene
Hdac1	O09106	433759	transcription factor and target gene
Tbx6	P70327	21389	transcription factor and target gene
Echdc1	Q9D9V3	52665	target gene
Gpr62	Q80UC6	436090	target gene
Clrn2	B2RVW2	624224	target gene
Wwp1	Q8BZZ3	107568	transcription factor and target gene
Arl3	Q9WUL7	56350	target gene
Chrna2	Q91X60	110902	target gene
Tenm3	G3X907	23965	target gene
Tm6sf1	P58749	107769	target gene
Ccdc127	Q3TC33	67433	target gene
Spats2l	Q91WJ7	67198	target gene
Ift27	Q9D0P8	67042	target gene
Tfap2a	A0A286YDR3	-	target gene
Rps6ka6	E9Q3H1	-	target gene
Gpx3	P46412	14778	target gene
Hoxb9	P20615	15417	target gene
Dstn	Q9R0P5	56431	target gene
Rapgef6	Q5NCJ1	192786	target gene
Tbx5	P70326	21388	transcription factor and target gene
Smim41	Q3UYR0	-	target gene
4933409G03Rik	F6YRC2	-	target gene
Htra4	A2RT60	330723	target gene
Ptpn5	P54830	19259	target gene
-	E9PY95	-	target gene
Prdm13	E9PZZ1	230025	transcription factor and target gene
Slc35b4	Q8CIA5	58246	target gene
Eri2	Q5BKS4	71151	target gene
Ikzf1	G5E8H3	22778	target gene
Coq10b	A0A0R4J066	67876	target gene
Mrpl21	Q9D1N9	353242	target gene
Mapre1	Q61166	13589	target gene
Inhbc	P55104	16325	target gene
Mettl7a1	Q8C6B0	70152	target gene
Haus8	Q99L00	76478	target gene
Kif1a	A0A087WQE8	16560	target gene
D1Ertd622e	Q8VEB3	52392	target gene
Pdzrn4	E9PUZ9	239618	target gene
Atrx	Q61687	22589	target gene
Soga3	Q6NZL0	67412	target gene
Pbsn	O08976	54192	target gene
Map4k4	A0A0A6YXE5	-	target gene
Cyp24a1	Q64441	13081	target gene
Olfr133	Q8VG94	258828	target gene
Olfr129	Q8VEY1	-	target gene
Pknox1	O70477	18771	transcription factor and target gene
Tln2	A0A1L1SVA8	-	target gene
Ttbk2	Q3UVR3	140810	target gene
