Protein name	Uniprot ID	NCBI Gene ID	Function
Rab28	Q99KL7	100972	target gene
Hbz	P06467	15126	target gene
Tas2r134	Q7TQB0	387511	target gene
Flnc	Q8VHX6	68794	target gene
Plekhg2	D3Z1B1	-	target gene
rp9	P97762	55934	target gene
Acox2	Q9QXD1	93732	target gene
Cxcl13	O55038	55985	target gene
Ccp110	Q7TSH4	101565	target gene
Tead1	F6QH05	-	target gene
Gm12888	Q3UW77	545677	target gene
Tiam1	J3QMH1	-	target gene
Tlr6	A0A0J9YTV4	-	target gene
Fam170a	Q66LM6	225497	target gene
Gm42688	A0A0R3P9D1	-	target gene
Sema5a	Q3UPZ0	20356	target gene
Thra	P63058	21833	transcription factor and target gene
Ntan1	Q64311	18203	target gene
Klhdc8a	Q91XA8	213417	target gene
Tnfrsf4	B1ASL3	22163	target gene
Fbxo3	Q9DC63	57443	target gene
Micu2	Q8CD10	68514	target gene
Ttf2	Q5NC05	74044	transcription factor and target gene
Rhbdd1	Q8BHC7	76867	target gene
Fam184a	F6ZCT9	-	target gene
Taf2	B9EJX5	319944	target gene
Kctd17	F6SYN4	72844	target gene
Tmem171	Q4KL18	380863	target gene
Vps35l	Q8BWQ6	71517	target gene
Defb15	Q8R2I5	246082	target gene
Spata6	Q3U6K5	67946	target gene
Ccpg1	Q640L3	72278	target gene
Fam183b	A0A0R4J0N6	75429	target gene
Wnt4	P22724	22417	target gene
Rtn4ip1	A0A0R4J0S3	170728	target gene
Zmynd8	A2A483	228880	target gene
Usp21	G3UWN7	-	target gene
Cox5a	P12787	12858	target gene
Il11	P47873	16156	target gene
Xbp1	O35426	22433	transcription factor and target gene
Gm20730	A0A075B5J6	-	target gene
Prpf40b	F6QF44	-	target gene
Kctd14	A0A0U1RPQ8	-	target gene
Nhej1	F7BTP0	-	target gene
C2cd5	Q7TPS5	74741	target gene
Rrad	Q6PGA2	56437	target gene
Olfr66	F8VQ01	18367	target gene
Olfr735	A0A286YCU8	-	target gene
Tbx15	O70306	21384	target gene
Ldlrap1	Q8C142	100017	target gene
Igkv3-10	A0A075B5N8	-	target gene
Zc3h15	Q3TIV5	69082	target gene
Mpp3	Q6XE40	13384	target gene
-	E9PUK8	-	target gene
Castor1	Q9CWQ8	71962	target gene
Mkks	Q9JI70	59030	target gene
Vegfa	Q00731	22339	target gene
Mospd2	Q9CWP6	76763	target gene
Ccng2	O08918	12452	target gene
Ccdc9	D6RFU6	-	target gene
Zfp397	Q7TNK4	69256	target gene
Olfr530	Q8VFE8	258512	target gene
Ceacam3	E9Q6J4	384557	target gene
Pcdh17	E9PXF0	219228	target gene
Laptm5	Q61168	16792	target gene
Hyou1	Q9JKR6	12282	target gene
Creb3l1	Q9Z125	26427	transcription factor and target gene
Hmgxb4	A0A1D5RLZ2	-	target gene
Nup205	B9EJ54	70699	target gene
Reep4	Q8K072	72549	target gene
Zdhhc12	Q8VC90	66220	target gene
Tmem67	A2AJP5	329795	target gene
AF366264	G3X9P9	231201	target gene
Cacna2d1	O08532	12293	target gene
Birc3	E0CZ68	-	target gene
Tsc2	A0A2I3BPR7	-	target gene
Sec24c	A0A286YDN4	-	target gene
Ptdss1	Q99LH2	19210	target gene
Evc2	Q8K1G2	68525	target gene
Cacna1g	Q5SUF5	12291	target gene
Tmem67	E9QNI1	329795	target gene
Trmt1	H3BK68	-	target gene
Gucy2d	A0A0U1RPB5	-	target gene
Nudt16	Q6P3D0	75686	target gene
Gm281	D3Z1Y0	-	target gene
Haus5	Q9D786	71909	target gene
Nde1	Q9CZA6	67203	target gene
Larp4b	Q6A0A2	217980	target gene
Clba1	Q8BHN9	217887	target gene
Abcd3	P55096	19299	target gene
Amhr2	Q8K592	110542	target gene
Gnptab	Q69ZN6	432486	target gene
Mettl24	Q8CCB5	327747	target gene
Scn4b	Q7M729	399548	target gene
Smim13	E9Q942	108934	target gene
-	A0A1B0GRX9	-	target gene
Ktn1	A0A087WQD0	16709	target gene
Hdac9	A0A1B0GSQ5	79221	target gene
Palmd	A0A0R4J0J0	114301	target gene
Snx13	E9Q7T4	-	target gene
Clip3	B9EHT4	76686	target gene
Faap100	A2ACJ2	71885	target gene
Srsf2	Q62093	20382	target gene
Rab3il1	Q8VDV3	74760	target gene
Trip11	H3BJU5	-	target gene
Dnajc21	E9Q8D0	78244	target gene
Tsc2	A0A2I3BPP1	22084	target gene
Klf17	Q8CFA7	75753	target gene
Serp2	Q6TAW2	72661	target gene
Ccdc97	Q9DBT3	52132	target gene
Prl2c2	P04095	18811	target gene
Nr3c1	E9PUR6	14815	target gene
Tedc1	Q3UK37	104732	target gene
Neo1	E9QK04	18007	target gene
Sbf2	F6ZDC5	-	target gene
Slc26a9	A0A087WSS7	-	target gene
Hnrnpm	Q9D0E1	76936	target gene
Nox3	Q672J9	224480	target gene
Ccl17	Q9WUZ6	20295	target gene
Micu1	Q8VCX5	216001	target gene
Sass6	Q80UK7	72776	target gene
Idi1	G3XA48	319554	target gene
Cyp4f15	Q8VCA4	106648	target gene
Snx12	Q3V2H3	55988	target gene
Cd44	A2APM2	12505	target gene
Chchd3	Q9CRB9	66075	target gene
Gria3	Q9Z2W9	53623	target gene
Exoc3l2	D3YUP5	74463	target gene
Ric8a	Q3TIR3	101489	target gene
Gipc2	Q9Z2H7	54120	target gene
Zfp961	D3Z552	-	target gene
Pitpnm1	O35954	18739	target gene
Camk2a	P11798	12322	target gene
Numa1	E9Q7G0	101706	target gene
Morf4l2	Q9R0Q4	56397	target gene
Spats2	Q8K1N4	72572	target gene
Tubb4b	P68372	227613	target gene
Prkag1	O54950	19082	target gene
Pcyt1a	P49586	13026	target gene
Cep57l1	G5E828	103268	target gene
Tpst2	Q3TQN1	22022	target gene
Lin9	A0A0A6YWD3	-	target gene
Ccdc175	E9PVB3	73936	target gene
Gzma	P11032	14938	target gene
Cts7	Q91ZF2	56092	target gene
Mroh1	D3Z624	223658	target gene
Tnfsf10	P50592	22035	target gene
Wdr34	A2BE91	71820	target gene
Stat4	P42228	20849	transcription factor
Msantd3	Q9CR78	66665	target gene
Slc23a4	D3Z3R5	-	target gene
Hspa1b	P17879	15511	target gene
Pogz	Q8BZH4	229584	target gene
Tnnt2	P50752	21956	target gene
Psap	Q61207	19156	target gene
Pdilt	Q9DAN1	71830	target gene
Gm4788	E9PUM5	-	target gene
Minar2	I1E4Y1	-	target gene
Cnn1	Q08091	12797	target gene
Acad12	A0A0G2JDH5	-	target gene
Gm15217	A2CG07	-	target gene
Flt1	O55095	-	target gene
Cd209c	Q91ZW9	170776	target gene
Man2b1	O09159	17159	target gene
Zbtb38	F6Z595	-	transcription factor and target gene
Faim2	Q8K097	72393	target gene
Kif28	R4GML7	-	target gene
Mas1	P30554	17171	target gene
Atp23	Q9CWQ3	68876	target gene
Olfr1333	Q7TQV7	258265	target gene
Hepacam2	Q4VAH7	101202	target gene
Ptpn13	G5E8B1	19249	target gene
Nr3c1	E9Q8A6	-	target gene
Crtc3	Q91X84	70461	target gene
Gpm6a	P35802	234267	target gene
Ccdc170	F6ST92	100504234	target gene
Plekha4	A0A1B0GSM9	-	target gene
Abtb1	A0A0N4SUP1	-	target gene
Aldh1a7	O35945	26358	target gene
Zfp986	O88231	-	target gene
Mgme1	Q9CXC3	74528	target gene
Gm21994	F6T2D2	-	target gene
Tmem204	Q7TQI0	407831	target gene
Ribc2	G3X8W0	67747	target gene
Ltbp2	E9QNQ3	-	target gene
Cyp11b1	Q3TG86	110115	target gene
Lrrc3c	A0A1B0GRI5	192852	target gene
Actg1	P63260	11465	target gene
Tcf7l1	F6VNH1	-	target gene
Mbd6	Q3TY92	110962	target gene
Kiaa0895	Q7TQE7	68283	target gene
Vmn2r114	E9Q281	666002	target gene
Nol6	Q8R5K4	230082	target gene
Dop1b	Q3UHQ6	70028	target gene
Crebbp	A0A0U1RQB6	12914	target gene
Zfp106	R4GML0	20402	target gene
Itgal	P24063	-	target gene
Zfp993	A2A8V4	-	target gene
Taar6	Q5QD13	215855	target gene
Nebl	Q9DC07	74103	target gene
Ttc4	Q8R3H9	72354	target gene
Spta1	P08032	20739	target gene
Cxcl14	Q9WUQ5	57266	target gene
Banf1	O54962	23825	target gene
Myo9b	E9PZW8	17925	target gene
Tns1	Q8C323	-	target gene
Olfr172	E9Q8F6	259003	target gene
Gm10229	O08631	100040201	target gene
Tnfsfm13	Q8BXS2	619441	target gene
Herc3	A0A0N4SW02	-	target gene
Znf800	Q0VEE6	627049	target gene
Slc46a2	Q8CA03	30936	target gene
Mmp28	Q8C2Y7	-	target gene
4930558K02Rik	E0CXC6	75368	target gene
Gpr68	Q8BFQ3	238377	target gene
Aamp	A0A087WNM5	-	target gene
Gm10436	A0A1Y7VK41	-	target gene
Ifrd1	P19182	15982	target gene
Mrps26	Q80ZS3	99045	target gene
Gch1	Q05915	14528	target gene
Lrba	E9Q3Y4	80877	target gene
Arhgap35	Q91YM2	232906	target gene
Baiap2	Q8BKX1	108100	target gene
Zbtb38	Q8BIL1	-	transcription factor
Syt9	Q9R0N9	60510	target gene
Map3k19	E9Q3S4	22625	target gene
Melk	Q61846	17279	target gene
Foxl1	Q64731	14241	transcription factor
Tex21	Q9R0U9	80384	target gene
Serpina6	Q06770	12401	target gene
Prr27	E9Q591	73779	target gene
Tgs1	Q923W1	116940	target gene
-	K7N6H4	-	target gene
Cd163	Q2VLH6	93671	target gene
St14	P56677	19143	target gene
Gxylt2	Q810K9	232313	target gene
Hspb11	Q9D6H2	72938	target gene
Cntn2	Q61330	21367	target gene
Clcn2	Q9R0A1	12724	target gene
Cwf19l2	Q8BG79	244672	target gene
C1rl	Q3UZ09	232371	target gene
Smg1	Q8BKX6	233789	target gene
Sdr16c5	Q7TQA3	242285	target gene
Zkscan8	Q78WV9	93681	target gene
9930111J21Rik2	Q5SVN9	-	target gene
Slc44a4	Q91VA1	70129	target gene
Mypn	Q5DTJ9	68802	target gene
Vps26b	Q8C0E2	69091	target gene
Zbtb17	Q60821	22642	transcription factor and target gene
Erich1	E9PY43	234086	target gene
Slc22a22	Q8R0S9	210463	target gene
Btn2a2	A4QPC6	238555	target gene
Gria2	P23819	-	target gene
Cyct	P00015	13067	target gene
4930469K13Rik	A0A286YDX3	-	target gene
Rbm6	A0A0A6YXE2	-	target gene
Crebbp	A0A0U1RP23	-	target gene
Acan	Q61282	11595	target gene
K1143_MOUSE	Q8K039	66202	target gene
Robo4	D3Z4M4	74144	target gene
Sae1	Q9R1T2	56459	target gene
Ifitm1	Q9D103	68713	target gene
Prl3b1	P09586	18776	target gene
Htr2c	P34968	15560	target gene
Has2	P70312	15117	target gene
Nrg1	Q6DR98	211323	target gene
Il5ra	P21183	16192	target gene
Dab2	F6TQN9	-	target gene
Upk3b	A0A0R4J0S8	100647	target gene
Tacc3	Q99LH8	21335	target gene
Exo1	Q9QZ11	26909	target gene
Smim41	Q3UN52	-	target gene
Gm17268	F7AKR5	-	target gene
Siah1a	P61092	20437	target gene
Katna1	E9QKG2	-	target gene
Caly	Q9DCA7	68566	target gene
Rpia	P47968	19895	target gene
Igkv10-96	A1A540	-	target gene
Srcap	E9Q9V7	-	target gene
Zfp950	A0A0U1RPH0	-	target gene
Cmas	A0A0R4J0B4	12764	target gene
Slc4a11	A2AJN7	269356	target gene
CE052_MOUSE	Q9CR34	67430	target gene
Xkr4	Q5GH67	497097	target gene
Gss	P51855	14854	target gene
Lgr5	Q9Z1P4	14160	target gene
Psen1	P49769	19164	target gene
Hand1	Q64279	15110	target gene
Kcnn1	A0A140T8Q8	84036	target gene
Msx2	Q03358	17702	transcription factor and target gene
Prl4a1	O35256	19110	target gene
Nme1	P15532	18102	target gene
Zbbx	Q0P5X5	213234	target gene
Pabpc1	P29341	18458	target gene
Lsm4	A0A1B0GRR9	-	target gene
Lurap1l	Q8K2P1	52829	target gene
Actr6	A0A0R4J009	67019	target gene
Papolg	Q6PCL9	216578	target gene
Robo2	E9PYK2	-	target gene
2310022A10Rik	A0A0R4J2B5	-	target gene
C8b	Q8BH35	110382	target gene
Gm13103	A6PWA2	-	target gene
B3galt5	Q9JI67	93961	target gene
Sgcd	P82347	24052	target gene
Krt84	Q99M73	16680	target gene
Tapbp	G3UZZ2	-	target gene
Zfand2a	Q9JII7	100494	target gene
Gucy2e	P52785	14919	target gene
Lgals3	P16110	-	target gene
Ubl5	Q9EPV8	66177	target gene
Slc23a3	A0A0R4J067	22626	target gene
Ipo9	E0CXB2	-	target gene
Cypt3	B1AY64	69361	target gene
Cd63	P41731	12512	target gene
Fcrlb	Q5DRQ8	435653	target gene
Parvb	Q9ES46	170736	target gene
Ppfia4	B8QI36	68507	target gene
Chst10	A0A0A6YXK3	-	target gene
Esx1	O88933	13984	target gene
Klf6	A0A1Y7VLA9	-	target gene
Sema3b	A0A0A6YXC1	-	target gene
Stim1	P70302	20866	target gene
Atp6ap1l	S4R2U6	-	target gene
Zfp446	Q149D4	269870	target gene
Shtn1	Q8K2Q9	71653	target gene
Insig1	Q8BGI3	231070	target gene
Efl1	Q8C0D5	101592	target gene
Prg4	E9QQ17	-	target gene
Gmppa	Q922H4	69080	target gene
Col11a2	Q64739	12815	target gene
Stk38l	Q7TSE6	232533	target gene
Slc45a1	Q8BIV7	242773	target gene
Tctn1	Q8BZ64	654470	target gene
Igk	I6L958	-	target gene
Usp32	G3UX31	-	target gene
Zc3h12c	Q5DTV4	244871	target gene
Rlbp1	Q9Z275	19771	target gene
Nt5c1b	Q91YE9	70881	target gene
Ubap2l	Q80X50	74383	target gene
Ptger3	G3UYL9	19218	target gene
Adam33	Q923W9	110751	target gene
Myo1b	P46735	17912	target gene
Fgf18	O89101	14172	target gene
Tns1	Q7TPM8	-	target gene
Ggps1	Q9WTN0	14593	target gene
Abtb1	A0A0N4SVK7	-	target gene
Adam24	Q9R160	13526	target gene
Fcgr2	P08101	14130	target gene
Nipal3	Q8BGN5	74552	target gene
Zfp809	G3X9G7	235047	target gene
Creb3l2	Q8BH52	208647	target gene
Lrrcc1	F7ABL5	-	target gene
Prrg1	A2BFE8	546336	target gene
Cacnb4	Q8R0S4	12298	target gene
Sept4	P28661	18952	target gene
Pla2g12b	F6UTM6	-	target gene
C1qtnf3	Q9ES30	81799	target gene
Fam160b1	Q8CDM8	226252	target gene
Ankdd1a	F8VQ39	-	target gene
Sh3gl3	J3QQ44	-	target gene
Hsd11b2	P51661	15484	target gene
A430033K04Rik	E9Q8G5	243308	target gene
Pcdh11x	A0JNT1	-	target gene
Ston1	Q8CDJ8	77057	target gene
Pdc	Q9QW08	20028	target gene
Hnrnpr	Q8VHM5	74326	target gene
Nyap2	A0A0R4J1X0	241134	target gene
Phlpp1	Q8CHE4	98432	target gene
Pard6b	Q9JK83	58220	target gene
Zfp950	A0A0U1RNP3	-	target gene
Hao1	Q9WU19	15112	target gene
Abca1	P41233	11303	target gene
Tent4a	Q6PB75	210106	target gene
Vps26a	P40336	30930	target gene
Olfr1224-ps1	A3KGY4	-	target gene
Sardh	Q99LB7	192166	target gene
Ear2	P97425	13587	target gene
Ebag9	Q9D0V7	55960	target gene
Nemf	Q8CCP0	66244	target gene
Ky	F8VQF8	16716	target gene
Matk	A0A0R4J1P8	17179	target gene
Pigy	P0C1P0	66268	target gene
Tap1	P21958	21354	target gene
Ppm1f	Q8CGA0	68606	target gene
Mei1	Q9D4I2	74369	target gene
Mx2	Q9WVP9	17858	target gene
Abca5	Q8K448	217265	target gene
Mbip	Q99LQ1	217588	target gene
Myo15b	F6Y6G7	-	target gene
Pramef8	A6PW91	-	target gene
Spire2	Q8K1S6	234857	target gene
Il2	P04351	16183	target gene
Nutm2	Q3V0C3	328250	target gene
Chmp4c	Q9D7F7	66371	target gene
Cd84	A0A0R4J1S4	12523	target gene
Macf1	F7ACR9	-	target gene
Notum	Q8R116	77583	target gene
Wwc2	Q6NXJ0	52357	target gene
Acad11	A0A087WSI8	-	target gene
Cyp4a10	O88833	13117	target gene
Rgp1	Q8BHT7	242406	target gene
Vasp	P70460	22323	target gene
Acsl4	Q9QUJ7	50790	target gene
Dennd4b	Q3U1Y4	229541	target gene
Ly6h	Q9WUC3	23934	target gene
Fas	P25446	14102	target gene
Smc4	Q8CG47	70099	target gene
Ermard	A0A2I3BQP4	-	target gene
Cnr1	P47746	12801	target gene
Cldn13	Q9Z0S4	57255	target gene
Cass4	Q08EC4	320664	target gene
Lrrc49	G5E8R5	102747	target gene
Pign	A0A087WS03	-	target gene
Gm4847	G3X946	226604	target gene
Zkscan5	Q9Z1D8	22757	target gene
Rgs11	G3X8W6	50782	target gene
Caprin2	Q05A80	232560	target gene
Fam78a	Q8C552	241303	target gene
Vax2	Q9WTP9	24113	transcription factor and target gene
Brca2	P97929	12190	transcription factor and target gene
Unc93b1	E9PYK0	54445	target gene
Gsdmc	Q99NB5	83492	target gene
Nyx	P83503	236690	target gene
Arrdc5	Q497K5	76920	target gene
Olfr27	Q9EQ90	258826	target gene
Adad2	B2RQL4	75773	target gene
Fbln5	Q9WVH9	23876	target gene
Bcl2l11	O54918	12125	target gene
Sp4	K4DI62	20688	target gene
Vstm5	Q9D806	69137	target gene
Tmem30a	Q8VEK0	69981	target gene
Srsf7	Q8BL97	225027	target gene
Reg3g	O09049	19695	target gene
Arid3a	Q62431	13496	transcription factor and target gene
Ces1	Q8VCC2	12623	target gene
Smdt1	Q9DB10	69029	target gene
Mymk	Q9D1N4	66139	target gene
Smco4	Q9JIS3	170748	target gene
Prdm12	A2AJ77	381359	target gene
Bpifa1	P97361	18843	target gene
Prrt3	Q6PE13	210673	target gene
Slc23a4	F6S2M6	-	target gene
Pcp4l1	Q6W8Q3	66425	target gene
Wdr20	A0A0A6YXV5	-	target gene
Kif1bp	Q6ZPU9	72320	target gene
Zdhhc11	Q14AK4	71164	target gene
Tgm5	Q9D7I9	74176	target gene
Akap9	A0A0G2JFW0	-	target gene
Ccny	Q8BGU5	67974	target gene
Apc	E9Q4H1	-	target gene
Hdx	Q14B70	245596	target gene
Xrn1	A0A087WQ18	-	target gene
Ccdc112	D3Z1J2	240261	target gene
Akr1c13	Q8VC28	27384	target gene
Med16	E9QP84	216154	target gene
Arl14ep	Q8BIX3	212772	target gene
Wdr25	E9Q349	212198	target gene
Myrfl	Q3UN70	237558	target gene
Apoc3	P33622	11814	target gene
1700016D06Rik	A0A087WP52	-	target gene
Hdac11	Q91WA3	232232	transcription factor and target gene
Tmem64	Q3U145	100201	target gene
Manf	Q3TMX5	74840	target gene
Tbc1d14	E9PZY7	-	target gene
Apol6	D6RFC1	-	target gene
Pfdn4	Q3UWL8	109054	target gene
B9d2	Q3UK10	232987	target gene
Mrgprf	Q8VCJ6	211577	target gene
Ccdc115	Q8VE99	69668	target gene
Kcnq3	Q8K3F6	110862	target gene
Neu2	Q9JMH3	23956	target gene
Tmem71	A0A0R4J0I5	213068	target gene
Wrnip1	Q91XU0	78903	target gene
Herpud1	Q9JJK5	64209	target gene
Mdga2	P60755	320772	target gene
Crabp1	P62965	12903	target gene
Wdr95	D3Z7A8	-	target gene
Naa25	Q8BWZ3	231713	target gene
Nop53	Q8BK35	68077	target gene
Srpx2	Q8R054	68792	target gene
Slc5a2	Q923I7	246787	target gene
Piwil1	Q9JMB7	57749	target gene
Col8a2	P25318	329941	target gene
Mael	Q8BVN9	98558	target gene
U2surp	Q6NV83	67958	target gene
Slc4a5	E9Q3M5	-	target gene
Vmn2r118	E9Q1C1	383258	target gene
Klhl35	Q9CZ49	72184	target gene
B130006D01Rik	Q8BRH6	-	target gene
Map2k1	P31938	26395	target gene
Osm	P53347	18413	target gene
Hsd3b7	Q9EQC1	101502	target gene
Ptch1	Q61115	19206	target gene
Ppp1r9a	H3BKQ7	-	target gene
Xpnpep1	Q3UE92	170750	target gene
Rbm5	Q91YE7	83486	target gene
Pde1a	Q5I7S8	18573	target gene
Sppl3	Q9CUS9	74585	target gene
Htt	G3X9H5	15194	target gene
Olfr109	Q8VG96	258832	target gene
Spi1	P17433	20375	transcription factor and target gene
Vmn2r103	E9PWW0	627636	target gene
Hif1a	Q61221	15251	transcription factor and target gene
Spag7	Q7TNE3	216873	target gene
Zmym2	Q9CU65	76007	target gene
Pla2g2c	E0CYB5	-	target gene
Ifi47	Q61635	15953	target gene
Shpk	Q9D5J6	74637	target gene
Cpn1	Q9JJN5	93721	target gene
Slc22a12	F7A0H7	-	target gene
Fgfr2	D6RJK5	-	target gene
Podxl2	D3YZ50	-	target gene
Necap1	Q9CR95	67602	target gene
Pcmt1	F7D432	-	target gene
Cyp2a5	Q91X75	13087	target gene
Crtc2	Q3U182	74343	target gene
Ifna4	P07351	15967	target gene
Enkur	Q6SP97	71233	target gene
Ndnf	Q8C119	68169	target gene
Pdgfb	A0A2R8VHJ1	-	target gene
Hunk	O88866	26559	target gene
Rad54l	P70270	19366	target gene
Nfatc1	B5B2N5	18018	target gene
Slc17a8	Q8BFU8	216227	target gene
Zfp777	D3YYD3	-	target gene
Rpusd2	Q149F1	271842	target gene
Tcf4	Q60722	21413	transcription factor and target gene
Olfr1045	Q7TR80	259019	target gene
Kcnq2	B7ZBW1	16536	target gene
Cnot4	Q8BT14	53621	target gene
-	S4R177	-	target gene
Ckap4	Q8BMK4	216197	target gene
Atp5f1a	Q03265	11946	target gene
Ckmt1	P30275	12716	target gene
Ighg3	A0A075B5P5	-	target gene
Cyp2a5	Q80XK1	13087	target gene
Sf3a2	G3UVU2	20222	target gene
Rptor	E9PXZ5	-	target gene
Lyst	A0A2R8W6Q6	-	target gene
Lamc3	Q9R0B6	23928	target gene
Zfp114	B2RRA8	232966	target gene
Eci2	Q9WUR2	23986	target gene
Erf	P70459	13875	transcription factor and target gene
Bmp2	P21274	12156	target gene
Camkk1	Q8VBY2	55984	target gene
C2cd4cC2CD4 family	Q5HZI2	237397	target gene
Pknox2	Q8BG99	208076	target gene
9230102O04Rik	A2ASX7	-	target gene
Slc22a28	B2RT89	434674	target gene
Guca2a	P33680	14915	target gene
Lrrc3b	Q8VCH9	218763	target gene
Scaf8	Q6DID3	106583	target gene
Troap	B7ZNG4	78733	target gene
Lrrc17	Q9CXD9	74511	target gene
Arhgap21	B7ZCJ1	71435	target gene
Slc22a14	F7AMC9	-	target gene
Myo1f	G3UZR3	-	target gene
Pax2	G3X8Q7	-	target gene
Slc26a6	A0A087WS07	-	target gene
Sema4d	D3Z3P4	-	target gene
Snph	Q80U23	241727	target gene
Zfp106	E9PVH6	-	target gene
H2al3	Q9D4U4	385317	target gene
Meiob	Q9D513	75178	target gene
Nnt	E9Q8F4	-	target gene
Rora	P51448	19883	transcription factor and target gene
Kif1a	E9QAN4	16560	target gene
Il33	Q8BVZ5	77125	target gene
Ttc28	Q80XJ3	209683	target gene
Bad	Q61337	12015	target gene
Amn1	B8JKV0	232566	target gene
Rabepk	Q8VCH5	227746	target gene
Zfp839	A0A1Y7VL21	-	target gene
Zfp160	E9Q459	224585	target gene
Ier2	P17950	15936	target gene
Map4	P27546	17758	target gene
Agps	H3BKN2	-	target gene
Dnajc24	F7CGC9	-	target gene
Cd40	P27512	21939	target gene
Tdpoz2	Q717B2	-	target gene
Ahctf1	Q8CJF7	226747	target gene
Fmr1	E9QAS9	-	target gene
Ppp4r3b	Q922R5	104570	target gene
Fat1	A0A1L1SQU7	14107	target gene
Plxdc1	Q91ZV7	72324	target gene
Adam12	Q61824	11489	target gene
Pced1a	Q6P1Z5	319513	target gene
Sema3a	O08665	20346	target gene
Snx3	Q78ZM0	54198	target gene
Grk6	O70293	26385	target gene
Etv2	P41163	14008	transcription factor and target gene
Nfkbil1	O88995	18038	target gene
Gadl1	D3YWS5	-	target gene
Mettl7b	Q9DD20	71664	target gene
Amd2	D3Z6H8	100041585	target gene
Zdhhc5	Q8VDZ4	228136	target gene
Gpr19	Q61121	14760	target gene
Tacc2	Q9JJG0	57752	target gene
Neurl2	A2A5J5	415115	target gene
C87977	A6PWB6	-	target gene
Msantd2	Q6NZR2	235184	target gene
Elavl3	Q60900	15571	target gene
Mtrr	A0A1Y7VKD9	-	target gene
Ubd	P63072	24108	target gene
Gstm4	Q8R5I6	14865	target gene
Rad54l2	A0A087WP96	-	target gene
Sept10	A0A1W2P6J7	103080	target gene
Ccdc186	Q8C9S4	213993	target gene
Nup210	Q9QY81	54563	target gene
Zfp454	Q5NCH7	-	target gene
Pgd	Q9DCD0	110208	target gene
AI854703	A0A0U1RNN3	-	target gene
Tex43	Q9D9I1	67343	target gene
2310022A10Rik	A0A087WPA4	-	target gene
Igk	A0A125T906	-	target gene
Wdr66	E9Q743	-	target gene
Zscan4f	Q3URS2	665902	target gene
Usp4	P35123	22258	target gene
Chchd7	Q8K2Q5	66433	target gene
Gm4952	Q5FW57	240549	target gene
Ang4	Q3TMQ6	219033	target gene
Zfp560	Q3URI6	434377	target gene
Cep170b	Q80U49	217882	target gene
Umad1	E0CYZ5	-	target gene
H2-T3	G3UZR8	-	target gene
Cts8	Q9JI81	56094	target gene
Cdkn2c	Q60772	12580	target gene
Bank1	Q80VH0	242248	target gene
Map2k3	O09110	26397	target gene
Triml1	Q8BVP1	244448	target gene
Ubc	P0CG50	22190	target gene
4930513O06Rik	Q9D549	75125	target gene
Cog7	Q3TR20	-	target gene
Gcnt4	E9Q649	218476	target gene
Zmym4	A2A791	67785	target gene
Naip2	Q9QUK4	17948	target gene
Stoml1	A0A1L1SV93	-	target gene
Nrip1	Q8CBD1	268903	transcription factor and target gene
Vill	Q91YD6	22351	target gene
Umad1	E0CZ61	-	target gene
Tbxas1	P36423	21391	target gene
Olfr901	Q7TRD1	258028	target gene
Ppp4r3a	Q6P2K6	68734	target gene
Pde1a	F6X0V1	-	target gene
Hdac2	P70288	15182	transcription factor and target gene
Colgalt2	Q6NVG7	269132	target gene
Platr25	A0A1Y7VJU7	-	target gene
Zcchc14	Q8VIG0	142682	target gene
Satb2	Q8VI24	212712	transcription factor and target gene
Itgb2	D3Z1S4	-	target gene
Znf335	A2A5K6	329559	transcription factor
Fcer1a	P20489	14125	target gene
Ggt6	Q6PDE7	71522	target gene
Rbm45	Q8BHN5	241490	target gene
9930111J21Rik2	Q8CB10	245240	target gene
Brinp3	Q499E0	215378	target gene
Nol10	Q5RJG1	217431	target gene
Trhde	Q8K093	237553	target gene
Slc7a5	Q9Z127	20539	target gene
Krtap24-1	G3X9A2	239932	target gene
Bcl2a1b	Q497M6	12045	target gene
Ttc26	Q8BS45	264134	target gene
Dcaf12	Q8BGZ3	68970	target gene
Fezf1	Q0VDQ9	73191	target gene
Fat1	A0A087WPU4	-	target gene
Ankrd9	Q8BH83	74251	target gene
Hint1	P70349	15254	target gene
Tecpr1	Q80VP0	70381	target gene
Bhlhb9	Q6PB60	70237	target gene
Sp140	D3Z054	-	target gene
Fam167a	Q6P1G6	219148	target gene
Aimp1	Q3UZG4	13722	target gene
Amy2a1	E9PV85	-	target gene
Sf3b1	A0A087WNS2	-	target gene
Vmn1r233	Q8R294	171236	target gene
Eif1a	Q60872	13664	target gene
Ccr6	O54689	12458	target gene
Pcmtd2	Q8BHD8	245867	target gene
Srcap	A0A087WNX7	-	target gene
Luzp2	Q8BGY3	233271	target gene
Tmem242	Q8VCR3	70544	target gene
Ric1	Q69ZJ7	-	target gene
Prss37	Q9DAA4	67690	target gene
Pou2f2	Q00196	18987	transcription factor and target gene
Tamm41	G3UYJ1	-	target gene
4931406P16Rik	A0A0U1RPA2	-	target gene
Id4	P41139	15904	transcription factor and target gene
Cmtr1	Q9DBC3	74157	target gene
Gm12728	V9GXC1	-	target gene
Mmp19	Q9JHI0	58223	target gene
Agbl4	Q09LZ8	78933	target gene
Olfr813	Q7TRH5	258252	target gene
Cyb5rl	B1AS42	230582	target gene
Psg16	D3YXQ6	-	target gene
Scn2a	A0A0J9YTX0	-	target gene
